時間,用戶1,用戶2,用戶3,用戶4,用戶5,用戶6,用戶7,用戶8
2021-08-23 20:00:00,107.4,14.0,163.0,752.4,898.4,364.4,602.0,56.8
2021-08-23 21:00:00,83.6,12.6,143.4,754.8,897.8,364.0,600.2,50.2
2021-08-23 22:00:00,62.8,12.8,123.4,753.0,897.6,364.2,598.6,47.6
2021-08-23 23:00:00,47.8,12.2,108.8,751.4,896.4,363.4,597.4,45.8
2021-08-24 00:00:00,34.4,12.0,101.0,751.4,915.6,362.6,596.4,44.4
2021-08-24 01:00:00,34.4,11.8,99.8,748.8,914.8,362.6,596.0,44.2
2021-08-24 02:00:00,34.2,12.0,100.4,744.8,914.6,361.6,595.6,44.0
2021-08-24 03:00:00,34.0,11.6,99.8,741.6,915.8,361.4,594.6,44.2
2021-08-24 04:00:00,34.4,11.8,100.0,739.4,915.4,361.2,593.2,44.6
2021-08-24 05:00:00,35.2,12.2,108.4,737.0,915.4,359.4,592.6,52.8
2021-08-24 06:00:00,47.6,16.4,154.0,737.4,916.8,358.6,592.0,156.4
2021-08-24 07:00:00,105.2,113.2,310.4,739.4,918.6,362.8,598.8,251.6
2021-08-24 08:00:00,152.4,151.6,381.0,745.2,920.0,365.2,608.6,286.8
2021-08-24 09:00:00,170.4,177.4,376.2,753.0,920.6,366.4,610.2,287.8
2021-08-24 10:00:00,179.0,177.6,371.8,757.6,922.2,367.8,612.4,283.8
2021-08-24 11:00:00,183.4,182.2,375.8,758.2,924.0,369.4,615.0,281.2
2021-08-24 12:00:00,168.6,178.6,371.6,757.0,923.4,368.4,618.2,272.8
2021-08-24 13:00:00,172.8,185.2,379.6,756.4,924.8,368.6,616.2,272.6
2021-08-24 14:00:00,172.8,188.4,373.4,763.8,924.6,367.6,616.2,268.0
2021-08-24 15:00:00,172.6,181.4,369.6,764.8,926.8,368.2,615.4,265.2
2021-08-24 16:00:00,166.4,158.6,364.8,764.0,928.4,368.6,614.2,256.8
2021-08-24 17:00:00,162.0,99.6,354.4,762.6,927.2,367.8,615.6,186.2
2021-08-24 18:00:00,141.8,42.8,229.4,758.0,926.0,366.8,611.6,114.6
2021-08-24 19:00:00,126.6,36.8,184.0,754.0,924.6,366.4,607.6,70.0
2021-08-24 20:00:00,107.4,14.0,163.0,752.4,921.2,364.4,602.0,56.8
2021-08-24 21:00:00,83.6,12.6,143.4,754.8,919.0,364.0,600.2,50.2
2021-08-24 22:00:00,62.8,12.8,123.4,753.0,918.6,364.2,598.6,47.6
2021-08-24 23:00:00,47.8,12.2,108.8,751.4,918.2,363.4,597.4,45.8
2021-08-25 00:00:00,35.4,12.0,101.0,751.4,895.2,362.6,586.0,44.4
2021-08-25 01:00:00,35.0,11.8,99.8,748.8,893.8,362.6,585.4,44.2
2021-08-25 02:00:00,34.4,12.0,100.4,744.8,892.8,361.6,584.6,44.0
2021-08-25 03:00:00,34.2,11.6,99.8,741.6,893.4,361.4,584.4,44.2
2021-08-25 04:00:00,34.8,11.8,100.0,739.4,893.8,361.2,584.4,44.6
2021-08-25 05:00:00,35.8,12.2,108.4,737.0,893.0,359.4,583.4,52.8
2021-08-25 06:00:00,47.2,16.4,154.0,737.4,895.0,358.6,583.2,156.4
2021-08-25 07:00:00,101.8,113.2,310.4,739.4,897.2,362.8,589.6,251.6
2021-08-25 08:00:00,150.4,151.6,381.0,745.2,898.2,365.2,595.6,286.8
2021-08-25 09:00:00,161.6,177.4,376.2,753.0,899.4,366.4,595.2,287.8
2021-08-25 10:00:00,168.2,177.6,371.8,757.6,900.8,367.8,596.6,283.8
2021-08-25 11:00:00,173.4,182.2,375.8,758.2,901.2,369.4,599.2,281.2
2021-08-25 12:00:00,159.6,178.6,371.6,757.0,901.2,368.4,603.8,272.8
2021-08-25 13:00:00,163.8,185.2,379.6,756.4,902.4,368.6,601.6,272.6
2021-08-25 14:00:00,162.0,188.4,373.4,763.8,902.4,367.6,601.6,268.0
2021-08-25 15:00:00,161.4,181.4,369.6,764.8,903.8,368.2,602.0,265.2
2021-08-25 16:00:00,158.2,158.6,364.8,764.0,904.6,368.6,600.4,256.8
2021-08-25 17:00:00,154.6,99.6,354.4,762.6,904.0,367.8,601.6,186.2
2021-08-25 18:00:00,137.2,42.8,229.4,758.0,902.4,366.8,600.8,114.6
2021-08-25 19:00:00,122.6,36.8,184.0,754.0,901.8,366.4,598.0,70.0
2021-08-25 20:00:00,104.6,14.0,163.0,752.4,898.4,364.4,591.4,56.8
2021-08-25 21:00:00,81.8,12.6,143.4,754.8,897.8,364.0,589.8,50.2
2021-08-25 22:00:00,61.2,12.8,123.4,753.0,897.6,364.2,588.6,47.6
2021-08-25 23:00:00,45.4,12.2,108.8,751.4,896.4,363.4,587.4,45.8
2021-08-26 00:00:00,35.4,12.0,101.0,751.4,895.2,362.6,596.4,44.4
2021-08-26 01:00:00,35.0,11.8,99.8,748.8,893.8,362.6,596.0,44.2
2021-08-26 02:00:00,34.4,12.0,100.4,744.8,892.8,361.6,595.6,44.0
2021-08-26 03:00:00,34.2,11.6,99.8,741.6,893.4,361.4,594.6,44.2
2021-08-26 04:00:00,34.8,11.8,100.0,739.4,893.8,361.2,593.2,44.6
2021-08-26 05:00:00,35.8,12.2,108.4,737.0,893.0,359.4,592.6,52.8
2021-08-26 06:00:00,47.2,16.4,154.0,737.4,895.0,358.6,592.0,156.4
2021-08-26 07:00:00,101.8,113.2,310.4,739.4,897.2,362.8,598.8,251.6
2021-08-26 08:00:00,150.4,151.6,381.0,745.2,898.2,365.2,608.6,286.8
2021-08-26 09:00:00,161.6,177.4,376.2,753.0,899.4,366.4,610.2,287.8
2021-08-26 10:00:00,168.2,177.6,371.8,757.6,900.8,367.8,612.4,283.8
2021-08-26 11:00:00,173.4,182.2,375.8,758.2,901.2,369.4,615.0,281.2
2021-08-26 12:00:00,159.6,178.6,371.6,757.0,901.2,368.4,618.2,272.8
2021-08-26 13:00:00,163.8,185.2,379.6,756.4,902.4,368.6,616.2,272.6
2021-08-26 14:00:00,162.0,188.4,373.4,763.8,902.4,367.6,616.2,268.0
2021-08-26 15:00:00,161.4,181.4,369.6,764.8,903.8,368.2,615.4,265.2
2021-08-26 16:00:00,158.2,158.6,364.8,764.0,904.6,368.6,614.2,256.8
2021-08-26 17:00:00,154.6,99.6,354.4,762.6,904.0,367.8,615.6,186.2
2021-08-26 18:00:00,137.2,42.8,229.4,758.0,902.4,366.8,611.6,114.6
2021-08-26 19:00:00,122.6,36.8,184.0,754.0,901.8,366.4,607.6,70.0
2021-08-26 20:00:00,104.6,14.0,163.0,752.4,898.4,364.4,602.0,56.8
2021-08-26 21:00:00,81.8,12.6,143.4,754.8,897.8,364.0,600.2,50.2
2021-08-26 22:00:00,61.2,12.8,123.4,753.0,897.6,364.2,598.6,47.6
2021-08-26 23:00:00,45.4,12.2,108.8,751.4,896.4,363.4,597.4,45.8
2021-08-27 00:00:00,34.4,12.0,101.0,751.4,895.2,362.6,596.4,44.4
2021-08-27 01:00:00,34.4,11.8,99.8,748.8,893.8,362.6,596.0,44.2
2021-08-27 02:00:00,34.2,12.0,100.4,744.8,892.8,361.6,595.6,44.0
2021-08-27 03:00:00,34.0,11.6,99.8,741.6,893.4,361.4,594.6,44.2
2021-08-27 04:00:00,34.4,11.8,100.0,739.4,893.8,361.2,593.2,44.6
2021-08-27 05:00:00,35.2,12.2,108.4,737.0,893.0,359.4,592.6,52.8
2021-08-27 06:00:00,47.6,16.4,154.0,737.4,895.0,358.6,592.0,156.4
2021-08-27 07:00:00,105.2,113.2,310.4,739.4,897.2,362.8,598.8,251.6
2021-08-27 08:00:00,152.4,151.6,381.0,745.2,898.2,365.2,608.6,286.8
2021-08-27 09:00:00,170.4,177.4,376.2,753.0,899.4,366.4,610.2,287.8
2021-08-27 10:00:00,179.0,177.6,371.8,757.6,900.8,367.8,612.4,283.8
2021-08-27 11:00:00,183.4,182.2,375.8,758.2,901.2,369.4,615.0,281.2
2021-08-27 12:00:00,168.6,178.6,371.6,757.0,901.2,368.4,618.2,272.8
2021-08-27 13:00:00,172.8,185.2,379.6,756.4,902.4,368.6,616.2,272.6
2021-08-27 14:00:00,172.8,188.4,373.4,763.8,902.4,367.6,616.2,268.0
2021-08-27 15:00:00,172.6,181.4,369.6,764.8,903.8,368.2,615.4,265.2
2021-08-27 16:00:00,166.4,158.6,364.8,764.0,904.6,368.6,614.2,256.8
2021-08-27 17:00:00,162.0,99.6,354.4,762.6,904.0,367.8,615.6,186.2
2021-08-27 18:00:00,141.8,42.8,229.4,758.0,902.4,366.8,611.6,114.6
2021-08-27 19:00:00,126.6,36.8,184.0,754.0,901.8,366.4,607.6,70.0
2021-08-27 20:00:00,107.4,14.0,163.0,752.4,898.4,364.4,602.0,56.8
2021-08-27 21:00:00,83.6,12.6,143.4,754.8,897.8,364.0,600.2,50.2
2021-08-27 22:00:00,62.8,12.8,123.4,753.0,897.6,364.2,598.6,47.6
2021-08-27 23:00:00,47.8,12.2,108.8,751.4,896.4,363.4,597.4,45.8
2021-08-28 00:00:00,30.8,10.6,87.2,751.4,915.6,362.6,596.4,40.8
2021-08-28 01:00:00,30.4,10.2,86.0,748.8,914.8,362.6,596.0,40.6
2021-08-28 02:00:00,30.4,10.4,86.6,744.8,914.6,361.6,595.6,40.4
2021-08-28 03:00:00,30.4,10.2,86.4,741.6,915.8,361.4,594.6,40.2
2021-08-28 04:00:00,30.4,10.2,86.6,739.4,915.4,361.2,593.2,40.2
2021-08-28 05:00:00,30.8,10.2,88.8,737.0,915.4,359.4,592.6,40.6
2021-08-28 06:00:00,30.4,10.0,90.8,737.4,916.8,358.6,592.0,41.8
2021-08-28 07:00:00,30.6,10.6,107.2,739.4,918.6,362.8,598.8,42.2
2021-08-28 08:00:00,31.2,11.0,117.0,745.2,920.0,365.2,608.6,45.4
2021-08-28 09:00:00,32.0,11.4,113.4,753.0,920.6,366.4,610.2,48.2
2021-08-28 10:00:00,32.2,11.8,115.8,757.6,922.2,367.8,612.4,48.8
2021-08-28 11:00:00,32.4,11.8,122.2,758.2,924.0,369.4,615.0,48.2
2021-08-28 12:00:00,32.6,12.0,125.4,757.0,923.4,368.4,618.2,48.0
2021-08-28 13:00:00,32.8,12.0,121.2,756.4,924.8,368.6,616.2,47.8
2021-08-28 14:00:00,33.4,12.0,129.0,763.8,924.6,367.6,616.2,48.2
2021-08-28 15:00:00,33.0,12.0,120.8,764.8,926.8,368.2,615.4,48.0
2021-08-28 16:00:00,32.8,11.8,118.8,764.0,928.4,368.6,614.2,46.6
2021-08-28 17:00:00,32.6,11.2,126.4,762.6,927.2,367.8,615.6,45.4
2021-08-28 18:00:00,32.0,10.8,115.6,758.0,926.0,366.8,611.6,44.6
2021-08-28 19:00:00,32.6,10.6,111.0,754.0,924.6,366.4,607.6,43.8
2021-08-28 20:00:00,32.2,10.6,107.8,752.4,921.2,364.4,602.0,42.4
2021-08-28 21:00:00,31.0,10.6,106.4,754.8,919.0,364.0,600.2,42.2
2021-08-28 22:00:00,30.8,10.6,96.0,753.0,918.6,364.2,598.6,41.6
2021-08-28 23:00:00,30.6,10.4,93.8,751.4,918.2,363.4,597.4,41.2
2021-08-29 00:00:00,30.8,10.6,87.2,751.4,895.2,362.6,596.4,40.8
2021-08-29 01:00:00,30.4,10.2,86.0,748.8,893.8,362.6,596.0,40.6
2021-08-29 02:00:00,30.4,10.4,86.6,744.8,892.8,361.6,595.6,40.4
2021-08-29 03:00:00,30.4,10.2,86.4,741.6,893.4,361.4,594.6,40.2
2021-08-29 04:00:00,30.4,10.2,86.6,739.4,893.8,361.2,593.2,40.2
2021-08-29 05:00:00,30.8,10.2,88.8,737.0,893.0,359.4,592.6,40.6
2021-08-29 06:00:00,30.4,10.0,90.8,737.4,895.0,358.6,592.0,41.8
2021-08-29 07:00:00,30.6,10.6,107.2,739.4,897.2,362.8,598.8,42.2
2021-08-29 08:00:00,31.2,11.0,117.0,745.2,898.2,365.2,608.6,45.4
2021-08-29 09:00:00,32.0,11.4,113.4,753.0,899.4,366.4,610.2,48.2
2021-08-29 10:00:00,32.2,11.8,115.8,757.6,900.8,367.8,612.4,48.8
2021-08-29 11:00:00,32.4,11.8,122.2,758.2,901.2,369.4,615.0,48.2
2021-08-29 12:00:00,32.6,12.0,125.4,757.0,901.2,368.4,618.2,48.0
2021-08-29 13:00:00,32.8,12.0,121.2,756.4,902.4,368.6,616.2,47.8
2021-08-29 14:00:00,33.4,12.0,129.0,763.8,902.4,367.6,616.2,48.2
2021-08-29 15:00:00,33.0,12.0,120.8,764.8,903.8,368.2,615.4,48.0
2021-08-29 16:00:00,32.8,11.8,118.8,764.0,904.6,368.6,614.2,46.6
2021-08-29 17:00:00,32.6,11.2,126.4,762.6,904.0,367.8,615.6,45.4
2021-08-29 18:00:00,32.0,10.8,115.6,758.0,902.4,366.8,611.6,44.6
2021-08-29 19:00:00,32.6,10.6,111.0,754.0,901.8,366.4,607.6,43.8
2021-08-29 20:00:00,32.2,10.6,107.8,752.4,898.4,364.4,602.0,42.4
2021-08-29 21:00:00,31.0,10.6,106.4,754.8,897.8,364.0,600.2,42.2
2021-08-29 22:00:00,30.8,10.6,96.0,753.0,897.6,364.2,598.6,41.6
2021-08-29 23:00:00,30.6,10.4,93.8,751.4,896.4,363.4,597.4,41.2
2021-08-30 00:00:00,34.4,12.0,101.0,751.4,895.2,362.6,596.4,44.4
2021-08-30 01:00:00,34.4,11.8,99.8,748.8,893.8,362.6,596.0,44.2
2021-08-30 02:00:00,34.2,12.0,100.4,744.8,892.8,361.6,595.6,44.0
2021-08-30 03:00:00,34.0,11.6,99.8,741.6,893.4,361.4,594.6,44.2
2021-08-30 04:00:00,34.4,11.8,100.0,739.4,893.8,361.2,593.2,44.6
2021-08-30 05:00:00,35.2,12.2,108.4,737.0,893.0,359.4,592.6,52.8
2021-08-30 06:00:00,47.6,16.4,154.0,737.4,895.0,358.6,592.0,156.4
2021-08-30 07:00:00,105.2,113.2,310.4,739.4,897.2,362.8,598.8,251.6
2021-08-30 08:00:00,152.4,151.6,381.0,745.2,898.2,365.2,608.6,286.8
2021-08-30 09:00:00,170.4,177.4,376.2,753.0,899.4,366.4,610.2,287.8
2021-08-30 10:00:00,179.0,177.6,371.8,757.6,900.8,367.8,612.4,283.8
2021-08-30 11:00:00,183.4,182.2,375.8,758.2,901.2,369.4,615.0,281.2
2021-08-30 12:00:00,168.6,178.6,371.6,757.0,901.2,368.4,618.2,272.8
2021-08-30 13:00:00,172.8,185.2,379.6,756.4,902.4,368.6,616.2,272.6
2021-08-30 14:00:00,172.8,188.4,373.4,763.8,902.4,367.6,616.2,268.0
2021-08-30 15:00:00,172.6,181.4,369.6,764.8,903.8,368.2,615.4,265.2
2021-08-30 16:00:00,166.4,158.6,364.8,764.0,904.6,368.6,614.2,256.8
2021-08-30 17:00:00,162.0,99.6,354.4,762.6,904.0,367.8,615.6,186.2
2021-08-30 18:00:00,141.8,42.8,229.4,758.0,902.4,366.8,611.6,114.6
2021-08-30 19:00:00,126.6,36.8,184.0,754.0,901.8,366.4,607.6,70.0
2021-08-30 20:00:00,107.4,14.0,163.0,752.4,898.4,364.4,602.0,56.8
2021-08-30 21:00:00,83.6,12.6,143.4,754.8,897.8,364.0,600.2,50.2
2021-08-30 22:00:00,62.8,12.8,123.4,753.0,897.6,364.2,598.6,47.6
2021-08-30 23:00:00,47.8,12.2,108.8,751.4,896.4,363.4,597.4,45.8
2021-08-31 00:00:00,35.4,12.0,101.0,751.4,915.6,362.6,596.4,44.4
2021-08-31 01:00:00,35.0,11.8,99.8,748.8,914.8,362.6,596.0,44.2
2021-08-31 02:00:00,34.4,12.0,100.4,744.8,914.6,361.6,595.6,44.0
2021-08-31 03:00:00,34.2,11.6,99.8,741.6,915.8,361.4,594.6,44.2
2021-08-31 04:00:00,34.8,11.8,100.0,739.4,915.4,361.2,593.2,44.6
2021-08-31 05:00:00,35.8,12.2,108.4,737.0,915.4,359.4,592.6,52.8
2021-08-31 06:00:00,47.2,16.4,154.0,737.4,916.8,358.6,592.0,156.4
2021-08-31 07:00:00,101.8,113.2,310.4,739.4,918.6,362.8,598.8,251.6
2021-08-31 08:00:00,150.4,151.6,381.0,745.2,920.0,365.2,608.6,286.8
2021-08-31 09:00:00,161.6,177.4,376.2,753.0,920.6,366.4,610.2,287.8
2021-08-31 10:00:00,168.2,177.6,371.8,757.6,922.2,367.8,612.4,283.8
2021-08-31 11:00:00,173.4,182.2,375.8,758.2,924.0,369.4,615.0,281.2
2021-08-31 12:00:00,159.6,178.6,371.6,757.0,923.4,368.4,618.2,272.8
2021-08-31 13:00:00,163.8,185.2,379.6,756.4,924.8,368.6,616.2,272.6
2021-08-31 14:00:00,162.0,188.4,373.4,763.8,924.6,367.6,616.2,268.0
2021-08-31 15:00:00,161.4,181.4,369.6,764.8,926.8,368.2,615.4,265.2
2021-08-31 16:00:00,158.2,158.6,364.8,764.0,928.4,368.6,614.2,256.8
2021-08-31 17:00:00,154.6,99.6,354.4,762.6,927.2,367.8,615.6,186.2
2021-08-31 18:00:00,137.2,42.8,229.4,758.0,926.0,366.8,611.6,114.6
2021-08-31 19:00:00,122.6,36.8,184.0,754.0,924.6,366.4,607.6,70.0
2021-08-31 20:00:00,104.6,14.0,163.0,752.4,921.2,364.4,602.0,56.8
2021-08-31 21:00:00,81.8,12.6,143.4,754.8,919.0,364.0,600.2,50.2
2021-08-31 22:00:00,61.2,12.8,123.4,753.0,918.6,364.2,598.6,47.6
2021-08-31 23:00:00,45.4,12.2,108.8,751.4,918.2,363.4,597.4,45.8
2021-09-01 00:00:00,35.4,12.0,101.0,751.4,895.2,362.6,596.4,44.4
2021-09-01 01:00:00,35.0,11.8,99.8,748.8,893.8,362.6,596.0,44.2
2021-09-01 02:00:00,34.4,12.0,100.4,744.8,892.8,361.6,595.6,44.0
2021-09-01 03:00:00,34.2,11.6,99.8,741.6,893.4,361.4,594.6,44.2
2021-09-01 04:00:00,34.8,11.8,100.0,739.4,893.8,361.2,593.2,44.6
2021-09-01 05:00:00,35.8,12.2,108.4,737.0,893.0,359.4,592.6,52.8
2021-09-01 06:00:00,47.2,16.4,154.0,737.4,895.0,358.6,592.0,156.4
2021-09-01 07:00:00,101.8,113.2,310.4,739.4,897.2,362.8,598.8,251.6
2021-09-01 08:00:00,150.4,151.6,381.0,745.2,898.2,365.2,608.6,286.8
2021-09-01 09:00:00,161.6,177.4,376.2,753.0,899.4,366.4,610.2,287.8
2021-09-01 10:00:00,168.2,177.6,371.8,757.6,900.8,367.8,612.4,283.8
2021-09-01 11:00:00,173.4,182.2,375.8,758.2,901.2,369.4,615.0,281.2
2021-09-01 12:00:00,159.6,178.6,371.6,757.0,901.2,368.4,618.2,272.8
2021-09-01 13:00:00,163.8,185.2,379.6,756.4,902.4,368.6,616.2,272.6
2021-09-01 14:00:00,162.0,188.4,373.4,763.8,902.4,367.6,616.2,268.0
2021-09-01 15:00:00,161.4,181.4,369.6,764.8,903.8,368.2,615.4,265.2
2021-09-01 16:00:00,158.2,158.6,364.8,764.0,904.6,368.6,614.2,256.8
2021-09-01 17:00:00,154.6,99.6,354.4,762.6,904.0,367.8,615.6,186.2
2021-09-01 18:00:00,137.2,42.8,229.4,758.0,902.4,366.8,611.6,114.6
2021-09-01 19:00:00,122.6,36.8,184.0,754.0,901.8,366.4,607.6,70.0
2021-09-01 20:00:00,104.6,14.0,163.0,752.4,898.4,364.4,602.0,56.8
2021-09-01 21:00:00,81.8,12.6,143.4,754.8,897.8,364.0,600.2,50.2
2021-09-01 22:00:00,61.2,12.8,123.4,753.0,897.6,364.2,598.6,47.6
2021-09-01 23:00:00,45.4,12.2,108.8,751.4,896.4,363.4,597.4,45.8
2021-09-02 00:00:00,35.4,12.0,101.0,751.4,895.2,362.6,596.4,44.4
2021-09-02 01:00:00,35.0,11.8,99.8,748.8,893.8,362.6,596.0,44.2
2021-09-02 02:00:00,34.4,12.0,100.4,744.8,892.8,361.6,595.6,44.0
2021-09-02 03:00:00,34.2,11.6,99.8,741.6,893.4,361.4,594.6,44.2
2021-09-02 04:00:00,34.8,11.8,100.0,739.4,893.8,361.2,593.2,44.6
2021-09-02 05:00:00,35.8,12.2,108.4,737.0,893.0,359.4,592.6,52.8
2021-09-02 06:00:00,47.2,16.4,154.0,737.4,895.0,358.6,592.0,156.4
2021-09-02 07:00:00,101.8,113.2,310.4,739.4,897.2,362.8,598.8,251.6
2021-09-02 08:00:00,150.4,151.6,381.0,745.2,898.2,365.2,608.6,286.8
2021-09-02 09:00:00,161.6,177.4,376.2,753.0,899.4,366.4,610.2,287.8
2021-09-02 10:00:00,168.2,177.6,371.8,757.6,900.8,367.8,612.4,283.8
2021-09-02 11:00:00,173.4,182.2,375.8,758.2,901.2,369.4,615.0,281.2
2021-09-02 12:00:00,159.6,178.6,371.6,757.0,901.2,368.4,618.2,272.8
2021-09-02 13:00:00,163.8,185.2,379.6,756.4,902.4,368.6,616.2,272.6
2021-09-02 14:00:00,162.0,188.4,373.4,763.8,902.4,367.6,616.2,268.0
2021-09-02 15:00:00,161.4,181.4,369.6,764.8,903.8,368.2,615.4,265.2
2021-09-02 16:00:00,158.2,158.6,364.8,764.0,904.6,368.6,614.2,256.8
2021-09-02 17:00:00,154.6,99.6,354.4,762.6,904.0,367.8,615.6,186.2
2021-09-02 18:00:00,137.2,42.8,229.4,758.0,902.4,366.8,611.6,114.6
2021-09-02 19:00:00,122.6,36.8,184.0,754.0,901.8,366.4,607.6,70.0
2021-09-02 20:00:00,104.6,14.0,163.0,752.4,898.4,364.4,602.0,56.8
2021-09-02 21:00:00,81.8,12.6,143.4,754.8,897.8,364.0,600.2,50.2
2021-09-02 22:00:00,61.2,12.8,123.4,753.0,897.6,364.2,598.6,47.6
2021-09-02 23:00:00,45.4,12.2,108.8,751.4,896.4,363.4,597.4,45.8
2021-09-03 00:00:00,35.4,12.0,101.0,751.4,915.6,362.6,596.4,44.4
2021-09-03 01:00:00,35.0,11.8,99.8,748.8,914.8,362.6,596.0,44.2
2021-09-03 02:00:00,34.4,12.0,100.4,744.8,914.6,361.6,595.6,44.0
2021-09-03 03:00:00,34.2,11.6,99.8,741.6,915.8,361.4,594.6,44.2
2021-09-03 04:00:00,34.8,11.8,100.0,739.4,915.4,361.2,593.2,44.6
2021-09-03 05:00:00,35.8,12.2,108.4,737.0,915.4,359.4,592.6,52.8
2021-09-03 06:00:00,47.2,16.4,154.0,737.4,916.8,358.6,592.0,156.4
2021-09-03 07:00:00,101.8,113.2,310.4,739.4,918.6,362.8,598.8,251.6
2021-09-03 08:00:00,150.4,151.6,381.0,745.2,920.0,365.2,608.6,286.8
2021-09-03 09:00:00,161.6,177.4,376.2,753.0,920.6,366.4,610.2,287.8
2021-09-03 10:00:00,168.2,177.6,371.8,757.6,922.2,367.8,612.4,283.8
2021-09-03 11:00:00,173.4,182.2,375.8,758.2,924.0,369.4,615.0,281.2
2021-09-03 12:00:00,159.6,178.6,371.6,757.0,923.4,368.4,618.2,272.8
2021-09-03 13:00:00,163.8,185.2,379.6,756.4,924.8,368.6,616.2,272.6
2021-09-03 14:00:00,162.0,188.4,373.4,763.8,924.6,367.6,616.2,268.0
2021-09-03 15:00:00,161.4,181.4,369.6,764.8,926.8,368.2,615.4,265.2
2021-09-03 16:00:00,158.2,158.6,364.8,764.0,928.4,368.6,614.2,256.8
2021-09-03 17:00:00,154.6,99.6,354.4,762.6,927.2,367.8,615.6,186.2
2021-09-03 18:00:00,137.2,42.8,229.4,758.0,926.0,366.8,611.6,114.6
2021-09-03 19:00:00,122.6,36.8,184.0,754.0,924.6,366.4,607.6,70.0
2021-09-03 20:00:00,104.6,14.0,163.0,752.4,921.2,364.4,602.0,56.8
2021-09-03 21:00:00,81.8,12.6,143.4,754.8,919.0,364.0,600.2,50.2
2021-09-03 22:00:00,61.2,12.8,123.4,753.0,918.6,364.2,598.6,47.6
2021-09-03 23:00:00,45.4,12.2,108.8,751.4,918.2,363.4,597.4,45.8
2021-09-04 00:00:00,30.8,10.6,87.2,751.4,915.6,362.6,586.0,40.8
2021-09-04 01:00:00,30.4,10.2,86.0,748.8,914.8,362.6,585.4,40.6
2021-09-04 02:00:00,30.4,10.4,86.6,744.8,914.6,361.6,584.6,40.4
2021-09-04 03:00:00,30.4,10.2,86.4,741.6,915.8,361.4,584.4,40.2
2021-09-04 04:00:00,30.4,10.2,86.6,739.4,915.4,361.2,584.4,40.2
2021-09-04 05:00:00,30.8,10.2,88.8,737.0,915.4,359.4,583.4,40.6
2021-09-04 06:00:00,30.4,10.0,90.8,737.4,916.8,358.6,583.2,41.8
2021-09-04 07:00:00,30.6,10.6,107.2,739.4,918.6,362.8,589.6,42.2
2021-09-04 08:00:00,31.2,11.0,117.0,745.2,920.0,365.2,595.6,45.4
2021-09-04 09:00:00,32.0,11.4,113.4,753.0,920.6,366.4,595.2,48.2
2021-09-04 10:00:00,32.2,11.8,115.8,757.6,922.2,367.8,596.6,48.8
2021-09-04 11:00:00,32.4,11.8,122.2,758.2,924.0,369.4,599.2,48.2
2021-09-04 12:00:00,32.6,12.0,125.4,757.0,923.4,368.4,603.8,48.0
2021-09-04 13:00:00,32.8,12.0,121.2,756.4,924.8,368.6,601.6,47.8
2021-09-04 14:00:00,33.4,12.0,129.0,763.8,924.6,367.6,601.6,48.2
2021-09-04 15:00:00,33.0,12.0,120.8,764.8,926.8,368.2,602.0,48.0
2021-09-04 16:00:00,32.8,11.8,118.8,764.0,928.4,368.6,600.4,46.6
2021-09-04 17:00:00,32.6,11.2,126.4,762.6,927.2,367.8,601.6,45.4
2021-09-04 18:00:00,32.0,10.8,115.6,758.0,926.0,366.8,600.8,44.6
2021-09-04 19:00:00,32.6,10.6,111.0,754.0,924.6,366.4,598.0,43.8
2021-09-04 20:00:00,32.2,10.6,107.8,752.4,921.2,364.4,591.4,42.4
2021-09-04 21:00:00,31.0,10.6,106.4,754.8,919.0,364.0,589.8,42.2
2021-09-04 22:00:00,30.8,10.6,96.0,753.0,918.6,364.2,588.6,41.6
2021-09-04 23:00:00,30.6,10.4,93.8,751.4,918.2,363.4,587.4,41.2
2021-09-05 00:00:00,32.6,10.6,87.2,751.4,895.2,362.6,586.0,40.8
2021-09-05 01:00:00,32.2,10.2,86.0,748.8,893.8,362.6,585.4,40.6
2021-09-05 02:00:00,32.4,10.4,86.6,744.8,892.8,361.6,584.6,40.4
2021-09-05 03:00:00,32.4,10.2,86.4,741.6,893.4,361.4,584.4,40.2
2021-09-05 04:00:00,32.2,10.2,86.6,739.4,893.8,361.2,584.4,40.2
2021-09-05 05:00:00,32.6,10.2,88.8,737.0,893.0,359.4,583.4,40.6
2021-09-05 06:00:00,32.4,10.0,90.8,737.4,895.0,358.6,583.2,41.8
2021-09-05 07:00:00,34.4,10.6,107.2,739.4,897.2,362.8,589.6,42.2
2021-09-05 08:00:00,37.8,11.0,117.0,745.2,898.2,365.2,595.6,45.4
2021-09-05 09:00:00,44.6,11.4,113.4,753.0,899.4,366.4,595.2,48.2
2021-09-05 10:00:00,45.8,11.8,115.8,757.6,900.8,367.8,596.6,48.8
2021-09-05 11:00:00,45.4,11.8,122.2,758.2,901.2,369.4,599.2,48.2
2021-09-05 12:00:00,46.4,12.0,125.4,757.0,901.2,368.4,603.8,48.0
2021-09-05 13:00:00,45.4,12.0,121.2,756.4,902.4,368.6,601.6,47.8
2021-09-05 14:00:00,46.4,12.0,129.0,763.8,902.4,367.6,601.6,48.2
2021-09-05 15:00:00,45.8,12.0,120.8,764.8,903.8,368.2,602.0,48.0
2021-09-05 16:00:00,44.8,11.8,118.8,764.0,904.6,368.6,600.4,46.6
2021-09-05 17:00:00,41.4,11.2,126.4,762.6,904.0,367.8,601.6,45.4
